date,temperature,fahrenheit,humidity
2019-03-09 08:34:34.834,21.20,70.16,43.80
2019-03-09 08:34:31.833,21.20,70.16,43.60
2019-03-09 08:34:28.832,21.20,70.16,43.50
2019-03-09 08:34:25.831,21.20,70.16,43.60
2019-03-09 08:34:22.829,21.20,70.16,43.50
2019-03-09 08:34:19.828,21.10,70.16,43.60
2019-03-09 08:34:16.825,21.20,69.98,43.50
2019-03-09 08:34:13.822,21.20,70.16,42.40
2019-03-09 08:34:10.819,21.20,70.16,43.60
2019-03-09 08:34:07.818,21.10,70.16,43.60
2019-03-09 08:34:04.815,21.10,69.98,43.50
2019-03-09 08:34:01.812,21.10,69.98,43.60
2019-03-09 08:33:58.811,21.10,69.98,43.60
2019-03-09 08:33:55.811,21.10,69.98,43.60
2019-03-09 08:33:52.811,21.20,69.98,42.60
2019-03-09 08:33:49.811,21.10,70.16,42.70
2019-03-09 08:33:46.812,21.10,69.98,43.60
2019-03-09 08:33:43.811,21.10,69.98,43.60
2019-03-09 08:33:40.812,21.20,69.98,43.60
2019-03-09 08:33:37.811,21.10,70.16,43.60
2019-03-09 08:33:34.811,21.20,69.98,43.60
2019-03-09 08:33:31.807,21.10,70.16,43.60
2019-03-09 08:33:28.806,21.20,69.98,43.50
2019-03-09 08:33:25.807,21.10,70.16,43.60
2019-03-09 08:33:22.803,21.20,69.98,43.50
2019-03-09 08:33:19.800,21.20,70.16,43.60
2019-03-09 08:33:16.799,21.10,69.98,43.60
2019-03-09 08:33:13.798,21.20,70.16,43.80
2019-03-09 08:33:10.797,21.10,69.98,43.60
2019-03-09 08:33:07.797,21.10,69.98,43.50
2019-03-09 08:33:04.793,21.20,69.98,43.70
2019-03-09 08:33:01.792,21.10,70.16,43.70
2019-03-09 08:32:58.792,21.10,69.98,43.70
2019-03-09 08:32:55.789,21.10,69.98,43.60
2019-03-09 08:32:52.787,21.10,69.98,42.40
2019-03-09 08:32:49.787,21.20,69.98,42.30
2019-03-09 08:32:46.784,21.20,70.16,43.60
2019-03-09 08:32:43.781,21.10,70.16,43.60
2019-03-09 08:32:40.778,21.10,69.98,43.80
2019-03-09 08:32:37.778,21.20,69.98,42.20
2019-03-09 08:32:34.777,21.20,70.16,42.40
2019-03-09 08:32:31.776,21.10,69.98,43.80
2019-03-09 08:32:28.775,21.10,69.98,43.60
2019-03-09 08:32:25.774,21.10,69.98,43.60
2019-03-09 08:32:22.774,21.10,69.98,43.70
2019-03-09 08:32:19.770,21.10,69.98,42.30
2019-03-09 08:32:16.771,21.10,69.98,43.80
2019-03-09 08:32:13.768,21.10,69.98,42.20
2019-03-09 08:32:10.765,21.10,69.98,43.90
2019-03-09 08:32:07.764,21.10,69.98,42.80
2019-03-09 08:32:04.761,21.10,69.98,43.70
2019-03-09 08:32:01.760,21.10,69.98,43.80
2019-03-09 08:31:58.757,21.10,69.98,43.70
2019-03-09 08:31:55.754,21.10,69.98,43.70
2019-03-09 08:31:52.752,21.10,69.98,43.70
2019-03-09 08:31:49.749,21.10,69.98,43.60
2019-03-09 08:31:46.748,21.10,69.98,43.70
2019-03-09 08:31:43.745,21.10,69.98,43.80
2019-03-09 08:31:40.743,21.10,69.98,43.60
2019-03-09 08:31:37.742,21.10,69.98,43.80
2019-03-09 08:31:34.741,21.10,69.98,43.60
2019-03-09 08:31:31.742,21.10,69.98,43.70
2019-03-09 08:31:28.740,21.10,69.98,43.70
2019-03-09 08:31:25.739,21.10,69.98,43.70
2019-03-09 08:31:22.740,21.20,69.98,43.10
2019-03-09 08:31:19.737,21.10,69.98,43.60
2019-03-09 08:31:16.735,21.10,69.98,43.80
2019-03-09 08:31:13.733,21.10,69.98,43.60
2019-03-09 08:31:10.731,21.10,69.98,42.30
2019-03-09 08:31:07.729,21.10,69.98,43.70
2019-03-09 08:31:04.728,21.10,69.98,43.60
2019-03-09 08:31:01.728,21.10,69.98,43.60
2019-03-09 08:30:58.725,21.10,69.98,43.60
2019-03-09 08:30:55.725,21.10,69.98,43.80
2019-03-09 08:30:52.725,21.10,69.98,43.50
2019-03-09 08:30:49.721,21.10,69.98,43.60
2019-03-09 08:30:46.718,21.10,69.98,43.70
2019-03-09 08:30:43.718,21.10,69.98,43.60
2019-03-09 08:30:40.714,21.10,69.98,43.60
2019-03-09 08:30:37.713,21.10,69.98,43.00
2019-03-09 08:30:34.710,21.10,69.98,43.40
2019-03-09 08:30:31.708,21.10,69.98,42.30
2019-03-09 08:30:28.705,21.10,69.98,43.80
2019-03-09 08:30:25.704,21.10,69.98,43.70
2019-03-09 08:30:22.703,21.10,69.98,43.60
2019-03-09 08:30:19.700,21.10,69.98,43.60
2019-03-09 08:30:16.699,21.10,69.98,43.60
2019-03-09 08:30:13.698,21.10,69.98,43.70
2019-03-09 08:30:10.697,21.10,69.98,43.60
2019-03-09 08:30:07.694,21.10,69.98,43.70
2019-03-09 08:30:04.691,21.10,69.98,43.60
2019-03-09 08:30:01.690,21.10,69.98,43.60
2019-03-09 08:29:58.689,21.10,69.98,42.40
2019-03-09 08:29:55.689,21.10,69.98,43.90
2019-03-09 08:29:52.687,21.10,69.98,43.60
2019-03-09 08:29:49.685,21.10,69.98,43.70
2019-03-09 08:29:46.683,21.10,69.98,43.80
2019-03-09 08:29:43.683,21.10,69.98,43.80
2019-03-09 08:29:40.681,21.10,69.98,42.80
2019-03-09 08:29:37.680,21.10,69.98,43.60
2019-03-09 08:29:34.677,21.10,69.98,43.30
2019-03-09 08:29:31.674,21.10,69.98,43.90
2019-03-09 08:29:28.673,21.10,69.98,43.60
2019-03-09 08:29:25.670,21.10,69.98,43.60
2019-03-09 08:29:22.671,21.10,69.98,43.60
2019-03-09 08:29:19.670,21.10,69.98,43.60
2019-03-09 08:29:16.669,21.10,69.98,43.60
2019-03-09 08:29:13.668,21.10,69.98,43.60
2019-03-09 08:29:10.668,21.10,69.98,43.60
2019-03-09 08:29:07.667,21.10,69.98,42.20
2019-03-09 08:29:04.665,21.10,69.98,43.70
2019-03-09 08:29:01.662,21.10,69.98,43.60
2019-03-09 08:28:58.660,21.10,69.98,43.60
2019-03-09 08:28:55.658,21.10,69.98,43.70
2019-03-09 08:28:52.657,21.10,69.98,43.80
2019-03-09 08:28:49.654,21.10,69.98,43.70
2019-03-09 08:28:46.651,21.10,69.98,43.50
2019-03-09 08:28:43.650,21.10,69.98,43.50
2019-03-09 08:28:40.648,21.10,69.98,43.70
2019-03-09 08:28:37.647,21.10,69.98,43.60
2019-03-09 08:28:34.645,21.10,69.98,43.60
2019-03-09 08:28:31.642,21.10,69.98,42.40
2019-03-09 08:28:28.641,21.10,69.98,43.70
2019-03-09 08:28:25.639,21.10,69.98,43.60
2019-03-09 08:28:22.637,21.10,69.98,43.60
2019-03-09 08:28:19.636,21.10,69.98,43.70
2019-03-09 08:28:16.635,21.10,69.98,43.70
2019-03-09 08:28:13.633,21.10,69.98,43.70
2019-03-09 08:28:10.629,21.10,69.98,43.60
2019-03-09 08:28:07.627,21.10,69.98,43.70
2019-03-09 08:28:04.624,21.10,69.98,43.60
2019-03-09 08:28:01.622,21.10,69.98,42.30
2019-03-09 08:27:58.619,21.10,69.98,42.80
2019-03-09 08:27:55.616,21.10,69.98,43.80
2019-03-09 08:27:52.614,21.10,69.98,42.30
2019-03-09 08:27:49.611,21.10,69.98,42.30
2019-03-09 08:27:46.611,21.10,69.98,43.80
2019-03-09 08:27:43.611,21.10,69.98,43.60
2019-03-09 08:27:40.608,21.10,69.98,43.60
2019-03-09 08:27:37.607,21.10,69.98,43.70
2019-03-09 08:27:34.603,21.10,69.98,43.70
2019-03-09 08:27:31.603,21.10,69.98,43.70
2019-03-09 08:27:28.602,21.10,69.98,43.60
2019-03-09 08:27:25.599,21.10,69.98,42.30
2019-03-09 08:27:22.599,21.10,69.98,43.60
2019-03-09 08:27:19.596,21.10,69.98,43.60
2019-03-09 08:27:16.594,21.10,69.98,42.30
2019-03-09 08:27:13.592,21.10,69.98,43.80
2019-03-09 08:27:10.590,21.10,69.98,43.90
2019-03-09 08:27:07.588,21.10,69.98,43.60
2019-03-09 08:27:04.584,21.10,69.98,43.70
2019-03-09 08:27:01.581,21.10,69.98,43.60
2019-03-09 08:26:58.580,21.10,69.98,43.80
2019-03-09 08:26:55.576,21.10,69.98,43.60
2019-03-09 08:26:52.576,21.10,69.80,43.80
2019-03-09 08:26:49.574,21.10,69.98,43.80
2019-03-09 08:26:46.573,21.10,69.98,43.60
2019-03-09 08:26:43.572,21.10,69.98,42.30
2019-03-09 08:26:40.571,21.10,69.98,43.60
2019-03-09 08:26:37.571,21.10,69.98,43.60
2019-03-09 08:26:34.567,21.10,69.98,43.70
2019-03-09 08:26:31.567,21.10,69.98,43.60
2019-03-09 08:26:28.567,21.10,69.98,43.60
2019-03-09 08:26:25.566,21.10,69.98,43.60
2019-03-09 08:26:22.565,21.10,69.98,43.80
2019-03-09 08:26:19.565,21.10,69.98,43.60
2019-03-09 08:26:16.561,21.10,69.98,43.90
2019-03-09 08:26:13.561,21.10,69.98,42.30
2019-03-09 08:26:10.558,21.10,69.98,43.70
2019-03-09 08:26:07.556,21.10,69.98,43.70
2019-03-09 08:26:04.555,21.10,69.98,43.60
2019-03-09 08:26:01.552,21.10,69.98,43.80
2019-03-09 08:25:58.551,21.10,69.98,43.70
2019-03-09 08:25:55.548,21.10,69.98,43.80
2019-03-09 08:25:52.547,21.10,69.98,43.70
2019-03-09 08:25:49.544,21.10,69.98,43.40
2019-03-09 08:25:46.543,21.10,69.98,43.70
2019-03-09 08:25:43.541,21.10,69.98,43.60
2019-03-09 08:25:40.541,21.10,69.98,43.80
2019-03-09 08:25:37.541,21.10,69.98,43.60
2019-03-09 08:25:34.539,21.10,69.98,43.90
2019-03-09 08:25:31.537,21.10,69.98,43.70
2019-03-09 08:25:28.537,21.10,69.98,43.80
2019-03-09 08:25:25.537,21.10,69.98,43.70
2019-03-09 08:25:22.537,21.10,69.98,43.70
2019-03-09 08:25:19.537,21.10,69.98,43.90
2019-03-09 08:25:16.538,21.10,69.98,43.80
2019-03-09 08:25:13.537,21.10,69.98,43.60
2019-03-09 08:25:10.534,21.10,69.98,43.60
2019-03-09 08:25:07.535,21.10,69.98,43.90
2019-03-09 08:25:04.531,21.10,69.98,43.70
2019-03-09 08:25:01.530,21.10,69.98,43.90
2019-03-09 08:24:58.527,21.10,69.98,43.60
2019-03-09 08:24:55.525,21.10,69.98,43.60
2019-03-09 08:24:52.523,21.10,69.98,43.60
2019-03-09 08:24:49.522,21.10,69.98,42.30
2019-03-09 08:24:46.521,21.10,69.98,43.70
2019-03-09 08:24:43.520,21.10,69.98,43.70
2019-03-09 08:24:40.520,21.10,69.98,43.70
2019-03-09 08:24:37.519,21.10,69.98,43.60
2019-03-09 08:24:34.519,21.10,69.98,43.70
2019-03-09 08:24:31.515,21.10,69.80,43.50
2019-03-09 08:24:28.512,21.10,69.98,43.60
2019-03-09 08:24:25.511,21.10,69.98,42.70
2019-03-09 08:24:22.509,21.10,69.98,43.60
2019-03-09 08:24:19.505,21.10,69.98,43.60
2019-03-09 08:24:16.504,21.10,69.98,43.60
2019-03-09 08:24:13.502,21.10,69.98,43.80
2019-03-09 08:24:10.502,21.10,69.98,43.70
2019-03-09 08:24:07.499,21.10,69.98,43.60
2019-03-09 08:24:04.498,21.10,69.98,43.50
2019-03-09 08:24:01.496,21.10,69.98,42.80
2019-03-09 08:23:58.493,21.10,69.98,43.80
2019-03-09 08:23:55.491,21.10,69.98,43.80
2019-03-09 08:23:52.490,21.10,69.98,43.70
2019-03-09 08:23:49.489,21.10,69.98,43.80
2019-03-09 08:23:46.488,21.10,69.98,43.60
2019-03-09 08:23:43.488,21.10,69.98,43.70
2019-03-09 08:23:40.487,21.10,69.98,43.80
2019-03-09 08:23:37.484,21.10,69.98,43.60
2019-03-09 08:23:34.481,21.00,69.98,43.60
2019-03-09 08:23:31.481,21.10,69.80,43.50
2019-03-09 08:23:28.478,21.10,69.98,43.60
2019-03-09 08:23:25.474,21.10,69.98,43.40
2019-03-09 08:23:22.473,21.00,69.98,43.70
2019-03-09 08:23:19.471,21.10,69.80,43.50
2019-03-09 08:23:16.470,21.10,69.98,43.80
2019-03-09 08:23:13.471,21.10,69.98,43.60
2019-03-09 08:23:10.469,21.10,69.98,43.50
2019-03-09 08:23:07.467,21.10,69.98,43.60
2019-03-09 08:23:04.466,21.10,69.98,43.60
2019-03-09 08:23:01.462,21.10,69.98,43.60
2019-03-09 08:22:58.462,21.10,69.98,43.80
2019-03-09 08:22:55.460,21.10,69.98,42.40
2019-03-09 08:22:52.459,21.10,69.98,43.80
2019-03-09 08:22:49.458,21.10,69.98,43.60
2019-03-09 08:22:46.457,21.10,69.98,43.70
2019-03-09 08:22:43.455,21.10,69.98,43.60
2019-03-09 08:22:40.453,21.10,69.98,43.60
2019-03-09 08:22:37.450,21.10,69.98,43.80
2019-03-09 08:22:34.450,21.10,69.98,43.60
2019-03-09 08:22:31.447,21.10,69.98,43.70
2019-03-09 08:22:28.444,21.00,69.80,43.30
2019-03-09 08:22:25.445,21.00,69.80,43.50
2019-03-09 08:22:22.443,21.10,69.98,43.60
2019-03-09 08:22:19.442,21.10,69.98,42.30
2019-03-09 08:22:16.439,21.10,69.98,43.60
2019-03-09 08:22:13.439,21.00,69.98,42.50
2019-03-09 08:22:10.438,21.10,69.80,43.50
2019-03-09 08:22:07.435,21.10,69.98,43.60
2019-03-09 08:22:04.433,21.10,69.98,43.50
2019-03-09 08:22:01.433,21.10,69.98,43.50
2019-03-09 08:21:58.433,21.10,69.98,43.50
2019-03-09 08:21:55.432,21.10,69.98,43.50
2019-03-09 08:21:52.432,21.10,69.80,43.50
2019-03-09 08:21:49.431,21.10,69.98,43.40
2019-03-09 08:21:46.427,21.10,69.98,43.70
2019-03-09 08:21:43.426,21.10,69.98,42.20
2019-03-09 08:21:40.424,21.10,69.98,42.40
2019-03-09 08:21:37.420,21.10,69.80,43.50
2019-03-09 08:21:34.420,21.00,69.80,43.60
2019-03-09 08:21:31.416,21.00,69.80,43.60
2019-03-09 08:21:28.416,21.10,69.80,43.60
2019-03-09 08:21:25.412,21.00,69.80,42.10
2019-03-09 08:21:22.408,21.10,69.80,43.50
2019-03-09 08:21:19.408,21.10,69.98,43.80
2019-03-09 08:21:16.406,21.10,69.98,43.70
2019-03-09 08:21:13.406,21.10,69.98,43.80
2019-03-09 08:21:10.405,21.10,69.98,43.60
2019-03-09 08:21:07.403,21.10,69.98,43.60
2019-03-09 08:21:04.401,21.00,69.98,43.70
2019-03-09 08:21:01.398,21.00,69.80,43.50
2019-03-09 08:20:58.394,21.00,69.80,43.60
2019-03-09 08:20:55.393,21.10,69.80,43.30
2019-03-09 08:20:52.391,21.00,69.98,42.50
2019-03-09 08:20:49.390,21.10,69.80,43.50
2019-03-09 08:20:46.389,21.00,69.98,43.80
2019-03-09 08:20:43.388,21.00,69.80,43.60
2019-03-09 08:20:40.385,21.00,69.80,43.40
2019-03-09 08:20:37.385,21.00,69.80,43.50
2019-03-09 08:20:34.382,21.00,69.80,43.50
2019-03-09 08:20:31.378,21.00,69.80,43.40
2019-03-09 08:20:28.376,21.00,69.80,43.50
2019-03-09 08:20:25.372,21.00,69.80,42.30
2019-03-09 08:20:22.369,21.00,69.80,43.50
2019-03-09 08:20:19.368,21.00,69.80,43.50
2019-03-09 08:20:16.367,21.00,69.80,43.60
2019-03-09 08:20:13.365,21.00,69.80,43.50
2019-03-09 08:20:10.364,21.00,69.80,43.40
2019-03-09 08:20:07.361,21.00,69.80,43.50
2019-03-09 08:20:04.359,21.00,69.80,43.40
2019-03-09 08:20:01.358,21.00,69.80,43.40
2019-03-09 08:19:58.358,21.00,69.80,43.40
2019-03-09 08:19:55.356,21.00,69.80,43.40
2019-03-09 08:19:52.355,21.10,69.80,42.00
2019-03-09 08:19:49.355,21.00,69.98,43.50
2019-03-09 08:19:46.354,21.00,69.80,43.40
2019-03-09 08:19:43.350,21.00,69.80,43.50
2019-03-09 08:19:40.350,21.00,69.80,43.40
2019-03-09 08:19:37.349,21.00,69.80,43.40
2019-03-09 08:19:34.347,21.00,69.80,43.40
2019-03-09 08:19:31.344,21.00,69.80,43.40
2019-03-09 08:19:28.343,21.00,69.80,42.00
2019-03-09 08:19:25.342,21.10,69.80,42.80
2019-03-09 08:19:22.339,21.00,69.98,43.60
2019-03-09 08:19:19.336,21.00,69.80,43.70
2019-03-09 08:19:16.334,21.00,69.80,42.10
2019-03-09 08:19:13.334,21.00,69.80,43.60
2019-03-09 08:19:10.333,21.00,69.80,42.10
2019-03-09 08:19:07.330,21.00,69.80,43.60
2019-03-09 08:19:04.327,21.00,69.80,43.60
2019-03-09 08:19:01.325,21.00,69.80,43.40
2019-03-09 08:18:58.324,21.00,69.80,43.40
2019-03-09 08:18:55.322,21.00,69.80,43.60
2019-03-09 08:18:52.319,21.00,69.80,43.60
2019-03-09 08:18:49.316,21.00,69.80,42.00
2019-03-09 08:18:46.314,21.00,69.80,43.60
2019-03-09 08:18:43.313,21.10,69.80,42.10
2019-03-09 08:18:40.312,21.10,69.98,43.50
2019-03-09 08:18:37.310,21.00,69.80,43.60
2019-03-09 08:18:34.303,21.00,69.80,43.50
2019-03-09 08:18:31.303,21.00,69.80,42.50
2019-03-09 08:18:28.302,21.00,69.80,43.50
2019-03-09 08:18:25.302,21.00,69.80,41.90
2019-03-09 08:18:22.303,21.00,69.80,43.40
2019-03-09 08:18:19.302,21.00,69.80,43.50
2019-03-09 08:18:16.303,21.00,69.80,43.60
2019-03-09 08:18:13.302,21.00,69.80,43.40
2019-03-09 08:18:10.303,21.00,69.80,43.40
2019-03-09 08:18:07.300,21.00,69.80,43.40
2019-03-09 08:18:04.298,21.00,69.80,43.40
2019-03-09 08:18:01.294,21.00,69.80,43.30
2019-03-09 08:17:58.294,21.00,69.80,43.50
2019-03-09 08:17:55.291,21.00,69.80,43.40
2019-03-09 08:17:52.290,21.00,69.80,42.10
2019-03-09 08:17:49.287,21.00,69.80,42.00
2019-03-09 08:17:46.287,21.00,69.80,43.50
2019-03-09 08:17:43.283,21.00,69.80,43.40
2019-03-09 08:17:40.283,21.00,69.80,43.30
2019-03-09 08:17:37.282,21.00,69.80,43.50
2019-03-09 08:17:34.279,21.00,69.80,43.20
2019-03-09 08:17:31.278,21.00,69.80,43.70
2019-03-09 08:17:28.278,21.10,69.80,43.40
2019-03-09 08:17:25.277,21.00,69.98,43.50
2019-03-09 08:17:22.277,21.00,69.80,43.50
2019-03-09 08:17:19.276,21.00,69.80,42.30
2019-03-09 08:17:16.274,21.00,69.80,42.30
2019-03-09 08:17:13.274,21.00,69.80,42.10
2019-03-09 08:17:10.271,21.00,69.80,43.50
2019-03-09 08:17:07.269,21.00,69.80,42.50
2019-03-09 08:17:04.267,21.00,69.80,43.70
2019-03-09 08:17:01.266,21.00,69.80,43.50
2019-03-09 08:16:58.262,21.00,69.80,43.50
2019-03-09 08:16:55.261,21.00,69.80,43.50
2019-03-09 08:16:52.258,21.00,69.80,43.40
2019-03-09 08:16:49.256,21.00,69.80,42.60
2019-03-09 08:16:46.254,21.00,69.80,42.10
2019-03-09 08:16:43.254,21.00,69.80,43.60
2019-03-09 08:16:40.254,21.00,69.80,43.50
2019-03-09 08:16:37.251,21.00,69.80,43.60
2019-03-09 08:16:34.249,21.00,69.80,43.50
2019-03-09 08:16:31.248,21.00,69.80,42.90
2019-03-09 08:16:28.245,21.00,69.80,43.60
2019-03-09 08:16:25.245,21.00,69.80,43.40
2019-03-09 08:16:22.242,21.00,69.80,43.40
2019-03-09 08:16:19.241,21.00,69.80,43.40
2019-03-09 08:16:16.238,21.00,69.80,43.40
2019-03-09 08:16:13.235,21.00,69.80,43.40
2019-03-09 08:16:10.231,21.00,69.80,43.50
2019-03-09 08:16:07.229,21.00,69.80,43.50
2019-03-09 08:16:04.225,21.00,69.80,43.50
2019-03-09 08:16:01.224,21.00,69.80,43.60
2019-03-09 08:15:58.222,21.00,69.80,43.50
2019-03-09 08:15:55.221,21.00,69.80,43.50
2019-03-09 08:15:52.219,21.00,69.80,43.50
2019-03-09 08:15:49.217,21.00,69.80,43.50
2019-03-09 08:15:46.215,21.00,69.80,43.50
2019-03-09 08:15:43.213,21.00,69.80,43.50
2019-03-09 08:15:40.212,21.00,69.80,43.50
2019-03-09 08:15:37.209,21.00,69.80,42.50
2019-03-09 08:15:34.209,21.00,69.80,42.20
2019-03-09 08:15:31.207,21.00,69.80,43.70
2019-03-09 08:15:28.203,21.00,69.80,42.70
2019-03-09 08:15:25.202,21.00,69.80,43.70
2019-03-09 08:15:22.199,21.00,69.80,43.70
2019-03-09 08:15:19.198,21.00,69.80,43.70
2019-03-09 08:15:16.195,21.00,69.80,42.10
2019-03-09 08:15:13.194,21.00,69.80,43.70
2019-03-09 08:15:10.192,21.00,69.80,43.70
2019-03-09 08:15:07.189,21.00,69.80,43.70
2019-03-09 08:15:04.189,21.00,69.80,43.50
2019-03-09 08:15:01.187,21.00,69.80,43.60
2019-03-09 08:14:58.184,21.00,69.80,43.60
2019-03-09 08:14:55.184,21.00,69.80,43.50
2019-03-09 08:14:52.180,21.00,69.62,43.60
2019-03-09 08:14:49.180,21.00,69.80,43.50
2019-03-09 08:14:46.177,21.00,69.80,43.60
2019-03-09 08:14:43.174,21.00,69.62,43.50
2019-03-09 08:14:40.173,21.00,69.80,43.80
2019-03-09 08:14:37.170,21.00,69.80,43.80
2019-03-09 08:14:34.169,21.00,69.80,43.80
2019-03-09 08:14:31.169,20.90,69.80,43.80
2019-03-09 08:14:28.165,21.00,69.62,43.50
2019-03-09 08:14:25.163,20.90,69.80,43.60
2019-03-09 08:14:22.161,21.00,69.80,42.10
2019-03-09 08:14:19.160,20.90,69.80,43.60
2019-03-09 08:14:16.158,21.00,69.80,43.70
2019-03-09 08:14:13.154,21.00,69.80,43.70
2019-03-09 08:14:10.153,21.00,69.62,43.90
2019-03-09 08:14:07.149,20.90,69.80,42.40
2019-03-09 08:14:04.148,21.00,69.62,43.70
2019-03-09 08:14:01.145,21.00,69.80,43.70
2019-03-09 08:13:58.146,20.90,69.62,43.60
2019-03-09 08:13:55.145,20.90,69.62,43.70
2019-03-09 08:13:52.142,20.90,69.62,42.30
2019-03-09 08:13:49.141,20.90,69.62,43.60
2019-03-09 08:13:46.138,21.00,69.62,43.60
2019-03-09 08:13:43.138,21.00,69.80,43.60
2019-03-09 08:13:40.137,20.90,69.80,43.90
2019-03-09 08:13:37.135,20.90,69.62,42.80
2019-03-09 08:13:34.133,20.90,69.62,43.60
2019-03-09 08:13:31.130,20.90,69.62,43.70
2019-03-09 08:13:28.126,20.90,69.62,43.60
2019-03-09 08:13:25.125,21.00,69.62,43.40
